index,course_id,full_course_id,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors,requisites_logic
10560,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Chang, J.P.",
10561,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Chen, Y.",
10562,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Dunn, B.S.",
10563,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Ghoniem, N.M.",
10564,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Goorsky, M.S.",
10565,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Gupta, V.",
10566,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"He, X.",
10567,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Huang, Y.",
10568,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Iyer, S.S.",
10569,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,The Staff,
10570,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Kaner, R.B.",
10571,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Kodambaka, S.",
10572,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Li, X.",
10573,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Marian, J.",
10574,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Mosleh, A.",
10575,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Pei, Q.",
10576,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Raman, A.P.",
10577,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Sant, G.",
10578,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Streit, D.",
10579,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Tolbert, S.H.",
10580,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Wang, K.L.",
10581,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Wang, Y.",
10582,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Weiss, P.S.",
10583,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Wu, B.M.",
10584,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Xie, Y.",
10585,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Yang, J.",
10586,MAT SCI 597C,Materials Science and Engineering 597C,UNSCHED,12:00 am,12:00 am,,,"Yang, Y.",
10587,MAT SCI 597C,Materials Science and Engineering 597C,,,,,,"Balandin, A.A.",
10588,MAT SCI 597C,Materials Science and Engineering 597C,,,,,,"Schwalbe Koda, D.",
10589,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Banerjee, A.S.",
10590,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Carman, G.P.",
10591,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Chang, J.P.",
10592,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Chen, Y.",
10593,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Dunn, B.S.",
10594,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Ghoniem, N.M.",
10595,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Goorsky, M.S.",
10596,MAT SCI 598,Materials Science and Engineering 598,UNSCHED,12:00 am,12:00 am,,,"Gupta, V.",
