course_id,full_course_id,requisites,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors
ENGL M105A,English M105A,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",MW,12:30 pm,01:45 pm,BUNCHE,03211,"Lopez, M."
ENGL M105D,English M105D,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",MW,02:00 pm,03:50 pm,ROLFE,03116,"Foote, R.E."
ENGL 106,English 106,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",TR,02:00 pm,03:50 pm,ROLFE,03108,"Mo'e'hahne, H."
ENGL M107A,English M107A,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",MW,10:00 am,11:50 am,ROLFE,03108,"Stephan, M."
ENGL M107B,English M107B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",TR,10:00 am,11:50 am,BUNCHE,03211,"Lee, S.K."
ENGL 109,English 109,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",MW,12:00 pm,01:50 pm,ROLFE,03108,"Bradley, A.F."
ENGL 110T,English 110T,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}, 'English 4W', 'English 10A', 'English 10B', 'English 10C']}",MW,02:00 pm,03:50 pm,PUB AFF,01270,"Stephan, M."
ENGL 115E,English 115E,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",TR,04:00 pm,05:50 pm,ROLFE,03108,"Mo'e'hahne, H."
ENGL 117,English 117,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",MW,04:00 pm,05:50 pm,ROYCE,00150,"Allmendinger, B."
ENGL 118B,English 118B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",TR,10:00 am,11:50 am,BUNCHE,03143,"Hornby, L.E."
ENGL M118F,English M118F,"{'type': 'AND', 'conditions': ['English Composition 3']}",MW,02:00 pm,03:50 pm,BOELTER,09436,"Hall, S.C."
ENGL 119,English 119,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",MW,12:00 pm,01:50 pm,BUNCHE,03178,"Dimuro, J.A."
ENGL 120,English 120,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B']}",TR,10:00 am,11:50 am,ROYCE,00162,"Nersessian, A.J."
ENGL 122,English 122,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",TR,12:00 pm,01:50 pm,BUNCHE,03178,"Lee, R.C."
ENGL M126,English M126,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",TR,04:00 pm,05:50 pm,BOELTER,05422,"Lee, S.K."
ENGL 130,English 130,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', 'English 10C']}",TR,12:00 pm,01:50 pm,ROYCE,00160,"D'Aguiar, F.M."
ENGL 132,English 132,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",MW,02:00 pm,03:50 pm,ROLFE,03108,"Behdad, A."
ENGL 136B,English 136B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English 4W', 'English 4HW', 'English 20', 'English 20W']}]}",T,12:00 pm,02:50 pm,KAPLAN,00222B,"Wilson, R."
ENGL 136B,English 136B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English 4W', 'English 4HW', 'English 20', 'English 20W']}]}",W,12:00 pm,02:50 pm,KAPLAN,00222B,"Wilson, R."
ENGL 137B,English 137B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English 4HW', 'English 4W', 'English 20']}, 'English 20W', {'type': 'OR', 'conditions': ['English Composition 3']}]}",R,12:00 pm,02:50 pm,KAPLAN,00222B,"Wang, X."
ENGL 137B,English 137B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English 4HW', 'English 4W', 'English 20']}, 'English 20W', {'type': 'OR', 'conditions': ['English Composition 3']}]}",T,09:00 am,11:50 am,KAPLAN,00222B,"D'Aguiar, F.M."
ENGL M138,English M138,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",TR,02:00 pm,03:50 pm,HAINES,A00082,"Deuel, N.A."
ENGL M138,English M138,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",TR,10:00 am,11:50 am,KAPLAN,A00040,"Wartanian, R.J."
ENGL 139,English 139,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",TR,12:00 pm,01:50 pm,BUNCHE,02178,"Hornby, L.E."
ENGL 139,English 139,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",TR,10:00 am,11:50 am,ROYCE,00150,"Mullen, H.R."
ENGL 140A,English 140A,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B']}",TR,10:00 am,11:50 am,ROLFE,03108,"Fisher, M.N."
ENGL 142,English 142,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B']}",TR,02:00 pm,03:50 pm,BOELTER,05440,"Fisher, M.N."
ENGL 149,English 149,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B']}",TR,02:00 pm,03:50 pm,PUB AFF,01337,"Thomas, A."
ENGL 150B,English 150B,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B']}",TR,02:00 pm,03:50 pm,ROYCE,00156,"Watson, R.N."
ENGL 151,English 151,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B']}",MW,10:00 am,11:50 am,PUB AFF,02242,"Shuger, D.K."
ENGL 167B,English 167B,"{'type': 'AND', 'conditions': ['English 10A', {'type': 'OR', 'conditions': ['English 10B']}, 'English 11', 'English 87']}",TR,10:00 am,11:50 am,PUB AFF,01337,"Hyde, C.L."
ENGL 170A,English 170A,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",TR,10:00 am,11:50 am,KAPLAN,A00026,"Colacurcio, M.J."
ENGL 171B,English 171B,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', 'English 10C']}",MW,12:00 pm,01:50 pm,BUNCHE,02178,"Jaurretche, C.M."
ENGL 172A,English 172A,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', 'English 10C']}",MW,02:00 pm,03:50 pm,BUNCHE,03211,"Jaurretche, C.M."
ENGL 174B,English 174B,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",MW,12:00 pm,01:50 pm,BOELTER,09436,"Perez-Torres, R."
ENGL 177,English 177,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",TR,02:00 pm,03:50 pm,KAPLAN,A00026,"Dimuro, J.A."
ENGL 184,English 184,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",T,12:00 pm,02:50 pm,KAPLAN,A00060,"Mott, C.M."
ENGL 184,English 184,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",R,03:00 pm,05:50 pm,KAPLAN,00222B,"Jager, E."
ENGL 184,English 184,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",R,12:00 pm,02:50 pm,KAPLAN,A00060,"Nersessian, A.J."
ENGL 184,English 184,"{'type': 'AND', 'conditions': ['English 10A', 'English 10B', {'type': 'OR', 'conditions': ['English 10C']}, 'English 11', 'English 87']}",W,12:00 pm,02:50 pm,KAPLAN,A00060,"Seltzer, M."
ENGL 188SB,English 188SB,"{'type': 'AND', 'conditions': ['English 188SA', {'type': 'OR', 'conditions': ['Honors Collegium 101E']}]}",VAR,12:00 am,12:00 am,,,"Deutsch, H.E."
ENGL M191B,English M191B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",W,09:00 am,11:50 am,KAPLAN,A00060,"Foote, R.E."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Wang, X."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Simpson, M.E."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Silva, C.S."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Nersessian, A.J."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Wilson, R."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Goyal, Y."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Turner, C."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Huehls, M.A."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Lee, S.K."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Snelson, D.S."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Stefans, B.K."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Foote, R.E."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Deutsch, H.E."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Bristow, J.E."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Kareem, S.T."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Torres, J.J."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Heise, U.K."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Russell, D.J."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Looby, C.J."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Streeter, C.A."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"McMillan, U.G."
ENGL 198B,English 198B,"{'type': 'AND', 'conditions': ['English 191H']}",VAR,12:00 am,12:00 am,,,"Lopez, M."
ENGR 186W,Engineering and Applied Science 186W,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English Composition 3D', 'English Composition 3DX', 'English Composition 3E']}]}",MW,10:00 am,11:50 am,KNSY PV,01240B,"Reinman, G.D."
ENGR 188EW,Engineering and Applied Science 188EW,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English Composition 3D', 'English Composition 3DS', 'English Composition 3E', 'English Composition 3SL']}]}",TR,08:00 am,09:50 am,HAINES,A00002,"Browne, D.G."
ENV HLT 454,Environmental Health Sciences 454,"{'type': 'AND', 'conditions': ['Environmental Health Sciences 255']}",M,01:00 pm,04:50 pm,PUB HLT,41235,"Arabzadeh, H."
ENVIRON M1B,Environment and Sustainability M1B,"{'type': 'AND', 'conditions': ['Environment M1A']}",TR,09:30 am,10:45 am,DE NEVE,P00350,"Jay, J.A.; O'Shea, J.M."
ENVIRON M102L,Environment and Sustainability M102L,"{'type': 'AND', 'conditions': ['Environment M102']}",UNSCHED,12:00 am,12:00 am,,,"Illes, L.I."
ENVIRON 180B,Environment and Sustainability 180B,"{'type': 'AND', 'conditions': ['Environment 180A']}",F,09:00 am,11:50 am,FRANZ,01260,"Garrison, N.J."
ENVIRON 200B,Environment and Sustainability 200B,"{'type': 'AND', 'conditions': ['Environment 200A']}",W,09:00 am,11:50 am,LAKRETZ,00300A,"Delmas, M.A."
EPIDEM 200B,Epidemiology 200B,"{'type': 'AND', 'conditions': ['Epidemiology 200A', {'type': 'OR', 'conditions': ['Biostatistics 100A']}, 'Public Health 200A', 'Public Health 200B', 'Biostatistics 100B']}",MW,09:00 am,10:50 am,HLTHSCI,33105A,"Ritz, B.R."
EPIDEM 207,Epidemiology 207,"{'type': 'AND', 'conditions': ['Epidemiology 200A', {'type': 'OR', 'conditions': ['Epidemiology 401', 'Biostatistics 100B']}, 'Biostatistics 200A', 'Biostatistics 200B', 'Epidemiology M403']}",R,01:00 pm,03:50 pm,PUB HLT,51279,"Mayeda, E."
EPIDEM M211,Epidemiology M211,"{'type': 'AND', 'conditions': ['Epidemiology 200B', 'Epidemiology 200C']}",T,09:00 am,11:50 am,PUB HLT,41268,"Arah, O.A.; Coates, M.M."
EPIDEM 219,Epidemiology 219,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Epidemiology 100', 'Public Health 200A']}]}",R,10:00 am,11:50 am,PUB HLT,41268,"Weiss, N.S.; Zhang, Z.; Lumsdaine, C.T."
EPIDEM 220,Epidemiology 220,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Epidemiology 100', 'Epidemiology 200A', 'Public Health 200A']}]}",MW,05:00 pm,06:50 pm,HLTHSCI,43105A,"Rimoin, A.W.; Michel, S.K."
EPIDEM 270,Epidemiology 270,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Epidemiology 100', 'Epidemiology 200A', 'Public Health 200A']}]}",T,03:00 pm,05:50 pm,PUB HLT,51279,"Setrakian, N.; Gorbach, P.M."
EPIDEM 292,Epidemiology 292,"{'type': 'AND', 'conditions': ['Epidemiology 200A', 'Epidemiology 200B', 'Epidemiology 200C']}",R,01:00 pm,02:50 pm,ONLINE,00000LA,"Ritz, B.R."
EPIDEM 410,Epidemiology 410,"{'type': 'AND', 'conditions': ['Biostatistics 100A', 'Public Health 200A']}",W,03:00 pm,04:50 pm,PUB HLT,41268,"Cochran, S.D.; Luong, I."
EPIDEM 412,Epidemiology 412,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Epidemiology 100']}, 'Epidemiology 200A', {'type': 'OR', 'conditions': ['Biostatistics 100A']}, 'Public Health 200A', 'Public Health 200B']}",T,01:00 pm,02:50 pm,PUB HLT,51279,"Simon, P.A.; Lumsdaine, C.T."
EPIDEM 413,Epidemiology 413,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Epidemiology 100', 'Epidemiology 200A']}]}",M,03:00 pm,04:50 pm,PUB HLT,41268,"Cochran, S.D.; Yang, B."
EPS SCI 136A,"Earth, Planetary, and Space Sciences 136A","{'type': 'AND', 'conditions': ['Earth, Planetary,  Space Sciences M71', 'Mathematics 3A', 'Mathematics 3B', {'type': 'OR', 'conditions': ['Mathematics 3C']}, 'Mathematics 31A', 'Mathematics 31B', 'Mathematics 32A', 'Physics 1A', 'Physics 1B', 'Physics 4AL', {'type': 'OR', 'conditions': ['Physics 4BL']}, 'Physics 5A', 'Physics 5B']}",TR,09:30 am,10:45 am,GEOLOGY,03645,"Meng, L."
EPS SCI 139,"Earth, Planetary, and Space Sciences 139","{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Earth, Planetary,  Space Sciences 1']}, 'Earth, Planetary,  Space Sciences 100']}",W,06:00 pm,08:50 pm,GEOLOGY,03645,"Lam, P."
EPS SCI 211,"Earth, Planetary, and Space Sciences 211","{'type': 'AND', 'conditions': ['Physics 32', 'Physics 105A', 'Physics 110A', 'Physics 112']}",TR,01:00 pm,02:50 pm,GEOLOGY,04677,"Newman, W.I."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",W,09:00 am,10:50 am,SMB,B00425,"Depinna, N."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",M,09:00 am,10:50 am,SMB,B00431,"Depinna, N."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",M,09:00 am,10:50 am,SMB,B00425,"Depinna, N.; Nesterov, S.Y."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",W,09:00 am,10:50 am,SMB,B00431,"Depinna, N.; Nesterov, S.Y."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",W,09:00 am,10:50 am,SMB,01439,"Depinna, N.; Hollywood, J.P."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",F,09:00 am,10:50 am,SMB,B00431,"Depinna, N.; Hollywood, J.P."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",W,11:00 am,12:50 pm,SMB,B00425,"Depinna, N.; Harrison, J.A."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",F,11:00 am,12:50 pm,SMB,B00431,"Depinna, N.; Harrison, J.A."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",M,01:00 pm,02:50 pm,SMB,B00425,"Depinna, N.; Nesterov, S.Y."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",W,01:00 pm,02:50 pm,SMB,B00431,"Depinna, N.; Nesterov, S.Y."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",M,01:00 pm,02:50 pm,SMB,B00431,"Depinna, N.; Harrison, J.A."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",W,01:00 pm,02:50 pm,SMB,B00425,"Depinna, N.; Harrison, J.A."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",W,01:00 pm,02:50 pm,SMB,01354,"Depinna, N.; Hollywood, J.P."
ETHNMUS M6B,Ethnomusicology M6B,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",F,01:00 pm,02:50 pm,SMB,B00431,"Depinna, N.; Hollywood, J.P."
ETHNMUS 10A,Ethnomusicology 10A,"{'type': 'AND', 'conditions': ['Ethnomusicology M6A']}",MW,11:00 am,12:50 pm,SMB,01344,"Humphreys, P.W."
ETHNMUS 20A,Ethnomusicology 20A,"{'type': 'AND', 'conditions': ['Ethnomusicology 10A', {'type': 'OR', 'conditions': ['Ethnomusicology 10B', 'Music 20C']}]}",TR,01:00 pm,02:50 pm,SMB,01420,"Reigle, R.F."
ETHNMUS 144,Ethnomusicology 144,"{'type': 'AND', 'conditions': ['Ethnomusicology 8', {'type': 'OR', 'conditions': ['Ethnomusicology 5', 'Ethnomusicology M25']}]}",MW,01:00 pm,02:50 pm,SMB,01344,"Paranj, S."
ETHNMUS 145,Ethnomusicology 145,"{'type': 'AND', 'conditions': ['Ethnomusicology 8', {'type': 'OR', 'conditions': ['Ethnomusicology 5', 'Ethnomusicology M25']}]}",T,03:00 pm,05:50 pm,SMB,01420,"Hadadi, P."
FOOD ST M132,Food Studies M132,"{'type': 'AND', 'conditions': ['English Composition 3']}",MW,02:00 pm,03:50 pm,BOELTER,09436,"Hall, S.C."
FILM TV 1B,"Film, Television, and Digital Media 1B","{'type': 'AND', 'conditions': ['Film  Television 1A']}",T,10:00 am,10:50 am,MELNITZ,01439A,"McDonald, W.C."
FILM TV 135B,"Film, Television, and Digital Media 135B","{'type': 'AND', 'conditions': ['Film  Television 135A']}",W,01:00 pm,04:30 pm,MELNITZ,01441,"Young, K.T."
FILM TV 150,"Film, Television, and Digital Media 150","{'type': 'AND', 'conditions': ['Film  Television 101A', 'Film  Television 154']}",R,09:00 am,11:50 am,MELNITZ,01439A,"McDonald, W.C.; Lopez Melon, D.D."
FILM TV 154,"Film, Television, and Digital Media 154","{'type': 'AND', 'conditions': ['Film  Television 101A', 'Film  Television 150']}",F,03:00 pm,05:50 pm,MELNITZ,02534,"Ahmed, I.; Ma, L."
FILM TV 154,"Film, Television, and Digital Media 154","{'type': 'AND', 'conditions': ['Film  Television 101A', 'Film  Television 150']}",F,03:00 pm,05:50 pm,MELNITZ,02536,"Ahmed, I.; Ma, L."
FILM TV 155,"Film, Television, and Digital Media 155","{'type': 'AND', 'conditions': ['Film  Television 101A']}",T,10:00 am,12:50 pm,MELNITZ,02536,"Barminski, W.J.; Miller, T."
FILM TV 155,"Film, Television, and Digital Media 155","{'type': 'AND', 'conditions': ['Film  Television 101A']}",R,01:00 pm,03:20 pm,MELNITZ,02536,"Barminski, W.J.; Miller, T."
FILM TV 155,"Film, Television, and Digital Media 155","{'type': 'AND', 'conditions': ['Film  Television 101A']}",T,02:00 pm,04:50 pm,MELNITZ,02536,"Barminski, W.J.; Tosun Stone, B."
FILM TV 155,"Film, Television, and Digital Media 155","{'type': 'AND', 'conditions': ['Film  Television 101A']}",R,03:30 pm,05:50 pm,MELNITZ,02536,"Barminski, W.J.; Tosun Stone, B."
FILM TV 175B,"Film, Television, and Digital Media 175B","{'type': 'AND', 'conditions': ['Film  Television 175A']}",R,10:00 am,12:50 pm,MELNITZ,02586B,"Gonzalez, J.; Chang, S."
FILM TV C181C,"Film, Television, and Digital Media C181C","{'type': 'AND', 'conditions': ['Film  Television C181A']}",MW,01:00 pm,03:50 pm,MELNITZ,02487,"Mahama, H.; Okimura, L.C."
FILM TV C186B,"Film, Television, and Digital Media C186B","{'type': 'AND', 'conditions': ['Film  Television C186A']}",T,10:00 am,12:50 pm,MELNITZ,01441,"Gonzalez, J.; Roston, J."
FILM TV 283B,"Film, Television, and Digital Media 283B","{'type': 'AND', 'conditions': ['Film  Television 430']}",T,06:00 pm,08:50 pm,ROLFE,03108,"Lapiduss, S.A."
FILM TV 283B,"Film, Television, and Digital Media 283B","{'type': 'AND', 'conditions': ['Film  Television 430']}",R,07:00 pm,09:50 pm,MELNITZ,01441,"Bycel, J."
FILM TV 284B,"Film, Television, and Digital Media 284B","{'type': 'AND', 'conditions': ['Film  Television 430']}",R,01:00 pm,03:50 pm,MELNITZ,02410,"Goldsmith, J.L."
