course_id,full_course_id,requisites,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Johnson, T.L."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Meriwether, D."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Martin, M.G."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Clark, A.T."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Teitell, M.A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Jacobs, J.P."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Torres, J."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Shah, P.K."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Black, D.L."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Hevener, A.L."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Marquez-Garban, D."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Gelbart, W.M."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Hartenstein, V."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kitchen, S.G."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Jacobsen, S.E."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Arboleda, V.A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Lipshutz, G.S."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Villanueva, C.J."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Coller, H.A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Graeber, T.G."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Goldstein, A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Schwingshackl, A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Zhang, D."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Lee, J.K."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Geschwind, D.H."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kornblum, H.I."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Butler, S.J."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Sears, K.E."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Novitch, B.G."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Correa, S."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Teslaa, T.A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Walker, D.W."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Gulati, T."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Evans, C.J."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Hoffmann, A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Long, J.A."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Gomperts, B.N."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Peng, C."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Hugo, W."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Lowry, W.E."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"An, D."
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Plath, K."
MCD BIO 198C,"Molecular, Cell, and Developmental Biology 198C","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 198B', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Zamudio, J.R."
MCD BIO 198D,"Molecular, Cell, and Developmental Biology 198D","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Lowry, W.E."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kornblum, H.I."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Jacobsen, S.E."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Pellegrini, M."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Villanueva, C.J."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Vallim, T.A."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Hsiao, E.Y."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Ajijola, O.A."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Sears, K.E."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Patel, K.S."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Shah, P.K."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kruglyak, L."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Sagasti, A."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Goldstein, A."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Hevener, A.L."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Crooks, G.M."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Shackelford, D.B."
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Yang, X."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Chiang, J."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Srivatsan, E.S."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Bouhaddou, M."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kruglyak, L."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Meyer, A.S."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Reue, K."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Vallim, T.A."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Franco, E."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Jacobsen, S.E."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Cepeda, C."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Li, S."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Yang, L."
